Preço,Tamanho_m2,Num_Banheiros,Renda_Comprador,Dist_Centro,Renda_Variável,Num_Quartos,Idade_Imovel,Num_Filhos,Temp_Anterior,Anuncios_Imoveis
744278.9542463276,495.0551810640201,4.772529835289061,3968.0207128163156,18.970429958088936,3355.5182652551534,15.6478348771843,4012.1389985468154,1,20.782303285713034,83.07269296586452
879565.551125453,297.29512708012646,2.0340575318212615,6906.070430793432,2.4550977856742437,15893.509236387585,10.436082847039938,742.3888296220322,0,20.584328043654537,26.232402177592505
1073976.7042500216,176.6512858797783,2.8232423659169084,5341.360747086305,10.259037059541994,13434.830811613698,5.086676553792123,8778.917181040872,1,19.228581272623803,27.48923036409382
1197952.584222119,84.78030473562771,8.910059454443438,9021.216490815594,7.625408641732842,4343.39778435209,3.710766046971732,3659.077144242196,0,17.46923054783678,76.56917277463468
382639.70656333707,250.0112731873114,3.1030678747678433,1799.2563896746096,8.633854837978147,19915.36713987562,8.657731370098704,1474.3856395505445,1,17.908165369898455,31.802184060029294
1198409.868586185,262.7635863899684,6.472902973737043,8501.12592651589,1.4391530562256087,13575.377349983975,8.139054997516313,3699.5869029539763,1,17.793653061160732,16.833332242934805
302503.0489875256,71.83490040790065,4.512102849758454,1399.572780905088,17.65346420362935,4559.229317212562,3.1209314229276295,2058.0056673756017,2,17.876464942737428,0.20043141051997448
438709.1572986828,123.49600169372003,6.246634960245191,2673.2952204433914,18.49338928022574,19199.594120859703,3.717526598143567,1717.8057369343414,0,18.458968877054968,14.574261085093088
926548.3051218393,102.17782017407501,7.559312480652315,6888.754463676889,4.555349562439624,11741.182338380195,3.8600652519804957,2252.0078247179426,1,17.684660995510157,93.03743328241082
848413.6112691662,332.32625721699173,5.654052821133863,6564.26190803146,15.203135981483753,5545.071843902844,10.11561666130883,1348.3453491347143,0,17.500766883926534,10.165522309833008
583229.9988412012,435.28192186803096,8.40544327392255,2679.5377656450846,3.945452388970063,8457.026649845053,13.8152464930097,2348.113174104067,0,17.939617584659295,78.82947093017087
904199.5277034761,342.54608948939864,3.928397870070631,6440.937423908933,17.46362329391131,13453.906092880416,10.497955988722746,2824.954199606386,1,17.631815148552658,15.043547930044953
704831.6856109377,495.82475814101,3.8189542010669526,3349.7991956192104,4.169260658017663,7701.532616413427,17.456348704819884,3593.4803959142646,0,17.99567507162846,67.57487545376502
688282.641773715,261.65783678170345,4.195886943056271,4075.8512896759507,9.032834797572901,14948.370293266566,9.538569211484448,2900.8963208075234,3,19.116877253302764,5.590500589328484
720244.2719577726,328.23251760531116,1.856078456973896,5564.440700727584,10.80990608146669,2085.94762610456,11.494166817824564,854.4149218997934,2,18.69716996468483,63.135679214184734
1125777.4886349395,177.20024293902532,9.850018980260455,8496.998314860917,3.23810428335232,14226.804076380313,6.621105001762151,2346.0740407339654,1,17.380820516343718,9.726645073482143
705155.367694129,489.20149211789374,2.473879654928496,5000.620186275548,19.177824770091615,13468.14456457934,15.79487012781243,1249.098972363377,5,17.83419440819497,74.8407684395811
640167.911999177,352.88059960925386,9.431772035391848,3775.891052115196,9.34013699817162,3951.6258635415043,10.936320916575527,1915.9974429813017,2,18.07056426366803,13.609050372280374
907684.1672961527,248.23889994854503,5.012693861682855,5802.374200269896,8.998554780165714,13542.904599109434,8.705556743599132,3886.9261358887097,0,19.50335476255422,57.49594714408504
569781.9118863195,180.35930311344268,3.7664456451089783,3169.4697376145705,16.9988707744594,5616.444445939128,5.319234938867668,3449.1601565652627,1,19.3811263031336,60.53227793667918
1263538.9891005103,279.3648578212136,5.939586753709244,9543.99892430837,2.6484944329012112,3689.7271848389937,8.49940633360182,3056.2583480628277,4,19.468198303130876,90.41571326562251
426462.13716128527,100.60740310819757,7.718201545415925,1252.8803844255613,13.10623142580511,9224.263480714453,4.303586785318122,4021.5210617729053,0,19.78850489480154,57.053989773871805
